	begindag	beginjaar	beginmaand	einddag	eindjaar	eindmaand	id	idcollege	idfunctie	idregent	lokaal	old_id	old_idcollege	old_idfunctie	old_idregent	opmerkingen	periode	provinciaal	regio	stand	vertegenwoordigend
4055	13.0	1798.0	07	30.0	1799.0	3.0	5510	390.0	338	2376.0		batfra_5510	batfra_390	batfra_338	batfra_2376.0		2			0.0	0
4056	13.0	1798.0	07	30.0	1799.0	3.0	5511	390.0	338	2160.0		batfra_5511	batfra_390	batfra_338	batfra_2160.0		2			0.0	0
4057	13.0	1798.0	07	30.0	1799.0	3.0	5512	390.0	338	2390.0		batfra_5512	batfra_390	batfra_338	batfra_2390.0		2			0.0	0
4058	13.0	1798.0	07	30.0	1799.0	3.0	5513	390.0	338	2177.0		batfra_5513	batfra_390	batfra_338	batfra_2177.0		2			0.0	0
4059	13.0	1798.0	07	30.0	1799.0	3.0	5514	390.0	338	2397.0		batfra_5514	batfra_390	batfra_338	batfra_2397.0		2			0.0	0
4060	13.0	1798.0	07	30.0	1799.0	3.0	5515	390.0	338	2207.0		batfra_5515	batfra_390	batfra_338	batfra_2207.0		2			0.0	0
4061	13.0	1798.0	07	30.0	1799.0	3.0	5517	390.0	338	2396.0		batfra_5517	batfra_390	batfra_338	batfra_2396.0		2			0.0	0
4062	13.0	1798.0	07	27.0	1798.0	7.0	5518	390.0	338	889.0		batfra_5518	batfra_390	batfra_338	batfra_889.0		2			0.0	0
4063	13.0	1798.0	07	30.0	1799.0	3.0	5519	390.0	338	2412.0		batfra_5519	batfra_390	batfra_338	batfra_2412.0		2			0.0	0
4064	13.0	1798.0	07	30.0	1799.0	3.0	5520	390.0	338	2295.0		batfra_5520	batfra_390	batfra_338	batfra_2295.0		2			0.0	0
4065	20.0	1798.0	12	4.0	1802.0	6.0	5521	290.0	338	359.0		batfra_5521	batfra_290	batfra_338	batfra_359.0		2	0.0	0.0	0.0	0
4066	15.0	1799.0	04	31.0	1801.0	7.0	5523	290.0	338	2424.0		batfra_5523	batfra_290	batfra_338	batfra_2424.0		2	0.0	0.0	0.0	0
4067	28.0	1800.0	06	4.0	1802.0	6.0	5525	290.0	338	2378.0		batfra_5525	batfra_290	batfra_338	batfra_2378.0		2	0.0	0.0	0.0	0
4068	30.0	1799.0	03				5526	392.0	338	2117.0		batfra_5526	batfra_392	batfra_338	batfra_2117.0		2	0.0	0.0	0.0	0
4069	30.0	1799.0	03	21.0	1802.0	6.0	5527	392.0	338	2376.0		batfra_5527	batfra_392	batfra_338	batfra_2376.0		2			0.0	0
4070	30.0	1799.0	03	21.0	1802.0	6.0	5528	392.0	338	2160.0		batfra_5528	batfra_392	batfra_338	batfra_2160.0		2			0.0	0
4071	30.0	1799.0	03	21.0	1802.0	6.0	5529	392.0	338	2412.0		batfra_5529	batfra_392	batfra_338	batfra_2412.0		2			0.0	0
4072	30.0	1799.0	03	21.0	1802.0	6.0	5530	392.0	338	2423.0		batfra_5530	batfra_392	batfra_338	batfra_2423.0		2			0.0	0
4073	30.0	1799.0	03	21.0	1802.0	6.0	5531	392.0	338	2413.0		batfra_5531	batfra_392	batfra_338	batfra_2413.0		2			0.0	0
4074	30.0	1799.0	03	21.0	1802.0	6.0	5532	392.0	338	902.0		batfra_5532	batfra_392	batfra_338	batfra_902.0		2			0.0	0
4075	4.0	1802.0	06	1.0	1805.0	8.0	5533	291.0	338	488.0		batfra_5533	batfra_291	batfra_338	batfra_488.0		2	0.0	0.0	0.0	0
4076	4.0	1802.0	06	21.0	1802.0	10.0	5534	291.0	338	483.0		batfra_5534	batfra_291	batfra_338	batfra_483.0	Op eigen verzoek ontslagen.	2			0.0	0
4077	4.0	1802.0	06	1.0	1805.0	8.0	5536	291.0	338	2427.0		batfra_5536	batfra_291	batfra_338	batfra_2427.0		2			0.0	0
4078	4.0	1802.0	06	1.0	1805.0	8.0	5537	291.0	338	2428.0		batfra_5537	batfra_291	batfra_338	batfra_2428.0		2			0.0	0
4079	4.0	1802.0	06	1.0	1805.0	8.0	5538	291.0	338	38.0		batfra_5538	batfra_291	batfra_338	batfra_38.0	Herbenoemd 1 maart 1804.	2			0.0	0
4080	4.0	1802.0	06	1.0	1805.0	8.0	5540	291.0	338	1263.0		batfra_5540	batfra_291	batfra_338	batfra_1263.0	Herkozen 4 juni 1804.	2			0.0	0
4081	4.0	1803.0	06	28.0	1803.0	11.0	5541	291.0	338	2430.0		batfra_5541	batfra_291	batfra_338	batfra_2430.0		2			0.0	0
4082	17.0	1802.0	06	1.0	1805.0	8.0	5542	291.0	338	2145.0		batfra_5542	batfra_291	batfra_338	batfra_2145.0		2			0.0	0
4083	15.0	1802.0	07	1.0	1805.0	8.0	5543	291.0	338	2068.0		batfra_5543	batfra_291	batfra_338	batfra_2068.0		2			0.0	0
4084	1.0	1804.0	07	1.0	1805.0	8.0	5544	291.0	338	2431.0		batfra_5544	batfra_291	batfra_338	batfra_2431.0		2			0.0	0
4085	21.0	1802.0	06	27.0	1804.0	4.0	5545	291.0	303	2.0		batfra_5545	batfra_291	batfra_303	batfra_2.0		2			0.0	0
4086	3.0	1804.0	05	1.0	1805.0	8.0	5546	291.0	303	1.0		batfra_5546	batfra_291	batfra_303	batfra_1.0		2			0.0	0
4087	9.0	1802.0	07	1.0	1805.0	8.0	5547	291.0	552	1587.0		batfra_5547	batfra_291	batfra_552	batfra_1587.0		2			0.0	0
4088	19.0	1805.0	07	1.0	1807.0	6.0	5548	364.0	338	2145.0		batfra_5548	batfra_364	batfra_338	batfra_2145.0		2	0.0	0.0	0.0	0
4089	19.0	1805.0	07	1.0	1807.0	6.0	5549	364.0	338	560.0		batfra_5549	batfra_364	batfra_338	batfra_560.0	Vanaf 3 september 1807 tevens gedeputeerd lid.	2			0.0	0
4090	19.0	1805.0	07	1.0	1807.0	6.0	5550	364.0	338	38.0		batfra_5550	batfra_364	batfra_338	batfra_38.0		2			0.0	0
4091	19.0	1805.0	07	1.0	1807.0	6.0	5551	364.0	338	4.0		batfra_5551	batfra_364	batfra_338	batfra_4.0		2			0.0	0
4092	31.0	1805.0	07	1.0	1807.0	6.0	5552	364.0	338	2412.0		batfra_5552	batfra_364	batfra_338	batfra_2412.0		2			0.0	0
4093	19.0	1805.0	07	1.0	1807.0	6.0	5553	364.0	338	393.0		batfra_5553	batfra_364	batfra_338	batfra_393.0		2			0.0	0
4094	19.0	1805.0	07	1.0	1807.0	6.0	5554	364.0	338	488.0		batfra_5554	batfra_364	batfra_338	batfra_488.0	Vanaf 3 september 1805 tevens gedeputeerd lid.	2			0.0	0
4095	19.0	1805.0	07	1.0	1806.0	7.0	5555	364.0	303	1.0		batfra_5555	batfra_364	batfra_303	batfra_1.0		2			0.0	0
4096	14.0	1806.0	07	1.0	1807.0	6.0	5556	364.0	303	1263.0		batfra_5556	batfra_364	batfra_303	batfra_1263.0		2			0.0	0
4097	4.0	1802.0	06	31.0	1805.0	7.0	5557	393.0	338	2413.0		batfra_5557	batfra_393	batfra_338	batfra_2413.0		2	0.0	0.0	0.0	0
4098	4.0	1802.0	06	31.0	1805.0	7.0	5558	393.0	338	930.0		batfra_5558	batfra_393	batfra_338	batfra_930.0		2			0.0	0
4099	4.0	1802.0	06	31.0	1805.0	7.0	5559	393.0	338	392.0		batfra_5559	batfra_393	batfra_338	batfra_392.0		2			0.0	0
4100	4.0	1802.0	06				5560	393.0	338	8.0		batfra_5560	batfra_393	batfra_338	batfra_8.0		2			0.0	0
4101	4.0	1802.0	06	31.0	1805.0	7.0	5561	393.0	338	1.0		batfra_5561	batfra_393	batfra_338	batfra_1.0		2			0.0	0
4102	4.0	1802.0	06				5562	393.0	338	2432.0		batfra_5562	batfra_393	batfra_338	batfra_2432.0		2			0.0	0
4103	4.0	1802.0	06	31.0	1805.0	7.0	5563	393.0	338	560.0		batfra_5563	batfra_393	batfra_338	batfra_560.0		2			0.0	0
4104	15.0	1802.0	06	31.0	1805.0	7.0	5564	393.0	338	367.0		batfra_5564	batfra_393	batfra_338	batfra_367.0		2			0.0	0
4105	4.0	1802.0	06	31.0	1805.0	7.0	5565	393.0	338	759.0		batfra_5565	batfra_393	batfra_338	batfra_759.0		2			0.0	0
4106	4.0	1802.0	06	31.0	1805.0	7.0	5566	393.0	338	2433.0		batfra_5566	batfra_393	batfra_338	batfra_2433.0		2			0.0	0
4107	16.0	1802.0	07	25.0	1805.0	7.0	5567	393.0	338	2434.0		batfra_5567	batfra_393	batfra_338	batfra_2434.0	Beëindigd door overlijden.	2			0.0	0
4108	4.0	1802.0	06	16.0	1802.0	7.0	5568	393.0	338	2.0		batfra_5568	batfra_393	batfra_338	batfra_2.0		2			0.0	0
4109	21.0	1802.0	06	31.0	1805.0	7.0	5569	393.0	303	2435.0		batfra_5569	batfra_393	batfra_303	batfra_2435.0		2			0.0	0
4110	19.0	1805.0	07	1.0	1807.0	6.0	5570	394.0	338	800.0		batfra_5570	batfra_394	batfra_338	batfra_800.0		2	0.0	0.0	0.0	0
4111	19.0	1805.0	07	1.0	1807.0	6.0	5571	394.0	338	343.0		batfra_5571	batfra_394	batfra_338	batfra_343.0		2			0.0	0
4112	19.0	1805.0	07	1.0	1807.0	6.0	5572	394.0	338	2433.0		batfra_5572	batfra_394	batfra_338	batfra_2433.0		2	0.0	0.0	0.0	0
4113	19.0	1805.0	07	1.0	1807.0	6.0	5573	394.0	338	842.0		batfra_5573	batfra_394	batfra_338	batfra_842.0		2			0.0	0
4114	19.0	1805.0	07	1.0	1807.0	6.0	5574	394.0	338	2413.0		batfra_5574	batfra_394	batfra_338	batfra_2413.0		2			0.0	0
4115	19.0	1805.0	07	1.0	1807.0	6.0	5575	394.0	338	759.0		batfra_5575	batfra_394	batfra_338	batfra_759.0		2			0.0	0
4116	19.0	1805.0	07	1.0	1807.0	6.0	5576	394.0	338	367.0		batfra_5576	batfra_394	batfra_338	batfra_367.0		2			0.0	0
4117	8.0	1807.0	05	28.0	1810.0	12.0	5578	305.0	544	759.0		batfra_5578	batfra_305	batfra_544	batfra_759.0		2	0.0	0.0	0.0	0
4118	8.0	1807.0	05	28.0	1810.0	12.0	5579	305.0	544	2145.0		batfra_5579	batfra_305	batfra_544	batfra_2145.0		2			0.0	0
4119	8.0	1807.0	05	28.0	1810.0	12.0	5580	305.0	544	367.0		batfra_5580	batfra_305	batfra_544	batfra_367.0		2			0.0	0
4120	8.0	1807.0	05	28.0	1810.0	12.0	5581	305.0	544	560.0		batfra_5581	batfra_305	batfra_544	batfra_560.0		2			0.0	0
4121	8.0	1807.0	05	28.0	1810.0	12.0	5582	305.0	544	2437.0		batfra_5582	batfra_305	batfra_544	batfra_2437.0		2			0.0	0
4122	20.0	1807.0	05	28.0	1810.0	12.0	5583	305.0	544	2433.0		batfra_5583	batfra_305	batfra_544	batfra_2433.0		2			0.0	0
4123	8.0	1807.0	05	31.0	1810.0	12.0	5584	305.0	387	1263.0		batfra_5584	batfra_305	batfra_387	batfra_1263.0		2			0.0	0
4124	11.0	1808.0	04	2.0	1809.0	5.0	5585	305.0	546	1257.0	16.0	batfra_5585	batfra_305	batfra_546	batfra_1257.0	Voordien had de Landdrost gefungeerd als Kwartierdrost van Kwartier I Leiden. Per 2 mei 1809 werd de post van Kwartierdrost weer opgeheven.	2			0.0	0
4125	28.0	1807.0	05	28.0	1810.0	12.0	5586	305.0	546	2438.0	8.0	batfra_5586	batfra_305	batfra_546	batfra_2438.0		2	0.0		0.0	0
4126	8.0	1807.0	05	28.0	1810.0	12.0	5587	305.0	546	276.0	25.0	batfra_5587	batfra_305	batfra_546	batfra_276.0		2	0.0		0.0	0
4127	2.0	1809.0	05	8.0	1809.0	9.0	5588	305.0	546	1257.0	379.0	batfra_5588	batfra_305	batfra_546	batfra_1257.0		2	0.0		0.0	0
4128	8.0	1807.0	05	28.0	1810.0	12.0	5590	315.0	544	388.0		batfra_5590	batfra_315	batfra_544	batfra_388.0		2	0.0	0.0	0.0	0
4129	8.0	1807.0	05	28.0	1810.0	12.0	5591	315.0	544	557.0		batfra_5591	batfra_315	batfra_544	batfra_557.0		2	0.0	0.0	0.0	0
4130	8.0	1807.0	05	17.0	1807.0	6.0	5592	315.0	544	343.0		batfra_5592	batfra_315	batfra_544	batfra_343.0	Beëindigd door overlijden.	2	0.0	0.0	0.0	0
4131	8.0	1807.0	05	18.0	1809.0	1.0	5593	315.0	544	842.0		batfra_5593	batfra_315	batfra_544	batfra_842.0		2	0.0	0.0	0.0	0
4132	8.0	1807.0	05	28.0	1810.0	12.0	5594	315.0	546	1593.0	22.0	batfra_5594	batfra_315	batfra_546	batfra_1593.0		2	0.0		0.0	0
4133	8.0	1807.0	05	5.0	1808.0	5.0	5595	315.0	387	412.0		batfra_5595	batfra_315	batfra_387	batfra_412.0		2	0.0	0.0	0.0	0
4134		1807.0		20.0	1807.0	5.0	5596	315.0	387	2413.0		batfra_5596	batfra_315	batfra_387	batfra_2413.0		2	0.0	0.0	0.0	0
4135	1.0	1796.0	01	29.0	1798.0	1.0	5597	382.0	338	695.0		batfra_5597	batfra_382	batfra_338	batfra_695.0		2			0.0	0
4136	1.0	1796.0	01	29.0	1798.0	1.0	5599	382.0	338	725.0		batfra_5599	batfra_382	batfra_338	batfra_725.0		2			0.0	0
4137	1.0	1796.0	01	29.0	1798.0	1.0	5600	382.0	338	2440.0		batfra_5600	batfra_382	batfra_338	batfra_2440.0		2			0.0	0
4138	1.0	1796.0	01	29.0	1798.0	1.0	5601	382.0	338	2441.0		batfra_5601	batfra_382	batfra_338	batfra_2441.0		2			0.0	0
4139	1.0	1796.0	01	29.0	1798.0	1.0	5602	382.0	338	2442.0		batfra_5602	batfra_382	batfra_338	batfra_2442.0		2			0.0	0
4140	1.0	1796.0	01	29.0	1798.0	1.0	5603	382.0	338	2443.0		batfra_5603	batfra_382	batfra_338	batfra_2443.0		2			0.0	0
4141	1.0	1796.0	01	29.0	1798.0	1.0	5604	382.0	338	757.0		batfra_5604	batfra_382	batfra_338	batfra_757.0		2			0.0	0
4142	1.0	1796.0	01	29.0	1798.0	1.0	5605	382.0	338	1946.0		batfra_5605	batfra_382	batfra_338	batfra_1946.0		2			0.0	0
4143	1.0	1796.0	01	29.0	1798.0	1.0	5606	382.0	338	763.0		batfra_5606	batfra_382	batfra_338	batfra_763.0		2			0.0	0
4144	1.0	1796.0	01	29.0	1798.0	1.0	5607	382.0	338	2444.0		batfra_5607	batfra_382	batfra_338	batfra_2444.0		2			0.0	0
4145	1.0	1796.0	01	29.0	1798.0	1.0	5608	382.0	338	2445.0		batfra_5608	batfra_382	batfra_338	batfra_2445.0		2			0.0	0
4146	1.0	1796.0	01	29.0	1798.0	1.0	5609	382.0	338	19.0		batfra_5609	batfra_382	batfra_338	batfra_19.0		2			0.0	0
4147	1.0	1796.0	01	29.0	1798.0	1.0	5610	382.0	338	804.0		batfra_5610	batfra_382	batfra_338	batfra_804.0		2			0.0	0
4148	1.0	1796.0	01	29.0	1798.0	1.0	5611	382.0	338	2446.0		batfra_5611	batfra_382	batfra_338	batfra_2446.0		2			0.0	0
4149	1.0	1796.0	01	29.0	1798.0	1.0	5612	382.0	338	2447.0		batfra_5612	batfra_382	batfra_338	batfra_2447.0		2			0.0	0
4150	1.0	1796.0	01	29.0	1798.0	1.0	5614	382.0	338	2449.0		batfra_5614	batfra_382	batfra_338	batfra_2449.0		2			0.0	0
4151	1.0	1796.0	01	29.0	1798.0	1.0	5615	382.0	338	2450.0		batfra_5615	batfra_382	batfra_338	batfra_2450.0		2			0.0	0
4152	1.0	1796.0	01	29.0	1798.0	1.0	5616	382.0	338	1973.0		batfra_5616	batfra_382	batfra_338	batfra_1973.0		2			0.0	0
4153	1.0	1796.0	01	29.0	1798.0	1.0	5617	382.0	338	2451.0		batfra_5617	batfra_382	batfra_338	batfra_2451.0		2			0.0	0
4154	1.0	1796.0	01	29.0	1798.0	1.0	5618	382.0	338	2452.0		batfra_5618	batfra_382	batfra_338	batfra_2452.0		2			0.0	0
4155	1.0	1796.0	01	29.0	1798.0	1.0	5619	382.0	338	938.0		batfra_5619	batfra_382	batfra_338	batfra_938.0		2			0.0	0
4156	1.0	1796.0	01	29.0	1798.0	1.0	5620	382.0	338	939.0		batfra_5620	batfra_382	batfra_338	batfra_939.0		2			0.0	0
4157	1.0	1796.0	01	29.0	1798.0	1.0	5621	382.0	338	20.0		batfra_5621	batfra_382	batfra_338	batfra_20.0		2			0.0	0
4158	1.0	1796.0	01	29.0	1798.0	1.0	5622	382.0	338	456.0		batfra_5622	batfra_382	batfra_338	batfra_456.0		2			0.0	0
4159	1.0	1796.0	01	29.0	1798.0	1.0	5623	382.0	338	2453.0		batfra_5623	batfra_382	batfra_338	batfra_2453.0		2			0.0	0
4160	29.0	1798.0	01	27.0	1799.0	3.0	5624	395.0	338	2454.0		batfra_5624	batfra_395	batfra_338	batfra_2454.0		2	0.0	0.0	0.0	0
4161	29.0	1798.0	01	27.0	1799.0	3.0	5625	395.0	338	2455.0		batfra_5625	batfra_395	batfra_338	batfra_2455.0		2			0.0	0
4162	29.0	1798.0	01	27.0	1799.0	3.0	5626	395.0	338	2456.0		batfra_5626	batfra_395	batfra_338	batfra_2456.0		2			0.0	0
4163	29.0	1798.0	01	27.0	1799.0	3.0	5627	395.0	338	2457.0		batfra_5627	batfra_395	batfra_338	batfra_2457.0		2			0.0	0
4164	29.0	1798.0	01	27.0	1799.0	3.0	5629	395.0	338	2458.0		batfra_5629	batfra_395	batfra_338	batfra_2458.0		2			0.0	0
4165	29.0	1798.0	01	27.0	1799.0	3.0	5630	395.0	338	2459.0		batfra_5630	batfra_395	batfra_338	batfra_2459.0		2			0.0	0
4166	29.0	1798.0	01	27.0	1799.0	3.0	5631	395.0	338	1975.0		batfra_5631	batfra_395	batfra_338	batfra_1975.0		2			0.0	0
4167	29.0	1798.0	01	27.0	1799.0	3.0	5632	395.0	338	2460.0		batfra_5632	batfra_395	batfra_338	batfra_2460.0		2			0.0	0
4168	29.0	1798.0	01	27.0	1799.0	3.0	5633	395.0	338	2461.0		batfra_5633	batfra_395	batfra_338	batfra_2461.0		2			0.0	0
4169	29.0	1798.0	01	27.0	1799.0	3.0	5634	395.0	338	1981.0		batfra_5634	batfra_395	batfra_338	batfra_1981.0		2			0.0	0
4170	29.0	1798.0	01	27.0	1799.0	3.0	5635	395.0	338	2462.0		batfra_5635	batfra_395	batfra_338	batfra_2462.0		2			0.0	0
4171	29.0	1798.0	01	31.0	1798.0	7.0	5636	395.0	338	953.0		batfra_5636	batfra_395	batfra_338	batfra_953.0		2			0.0	0
4172	30.0	1799.0	03	4.0	1802.0	6.0	5637	309.0	338	448.0		batfra_5637	batfra_309	batfra_338	batfra_448.0		2			0.0	0
4173	30.0	1799.0	03	4.0	1802.0	6.0	5638	309.0	338	1609.0		batfra_5638	batfra_309	batfra_338	batfra_1609.0		2			0.0	0
4174	30.0	1795.0	04	23.0	1795.0	12.0	5639	354.0	338	834.0	287.0	batfra_5639	batfra_354	batfra_338	batfra_834.0		2			0.0	0
4175	20.0	1798.0	12	4.0	1802.0	6.0	5640	309.0	338	2463.0		batfra_5640	batfra_309	batfra_338	batfra_2463.0		2			0.0	0
4176	30.0	1799.0	03	4.0	1802.0	6.0	5641	309.0	338	1571.0		batfra_5641	batfra_309	batfra_338	batfra_1571.0		2			0.0	0
4177	20.0	1798.0	12	4.0	1802.0	6.0	5642	309.0	338	888.0		batfra_5642	batfra_309	batfra_338	batfra_888.0		2			0.0	0
4178	4.0	1802.0	06	1.0	1805.0	8.0	5643	300.0	338	1934.0		batfra_5643	batfra_300	batfra_338	batfra_1934.0		2	0.0	0.0	0.0	0
4179	4.0	1802.0	06	1.0	1805.0	8.0	5644	300.0	338	448.0		batfra_5644	batfra_300	batfra_338	batfra_448.0		2			0.0	0
4180	4.0	1802.0	06	1.0	1805.0	8.0	5645	300.0	338	999.0		batfra_5645	batfra_300	batfra_338	batfra_999.0		2			0.0	0
4181	4.0	1802.0	06	1.0	1805.0	8.0	5646	300.0	338	2464.0		batfra_5646	batfra_300	batfra_338	batfra_2464.0		2			0.0	0
4182	4.0	1802.0	06	1.0	1805.0	8.0	5647	300.0	338	1958.0		batfra_5647	batfra_300	batfra_338	batfra_1958.0		2			0.0	0
4183	4.0	1802.0	06	1.0	1805.0	8.0	5648	300.0	338	486.0		batfra_5648	batfra_300	batfra_338	batfra_486.0		2			0.0	0
4184	1.0	1796.0	01	29.0	1798.0	1.0	5649	382.0	338	844.0		batfra_5649	batfra_382	batfra_338	batfra_844.0		2			0.0	0
4185	4.0	1802.0	06	1.0	1805.0	8.0	5650	300.0	338	415.0		batfra_5650	batfra_300	batfra_338	batfra_415.0		2			0.0	0
4186	4.0	1802.0	06	1.0	1805.0	8.0	5652	300.0	338	2465.0		batfra_5652	batfra_300	batfra_338	batfra_2465.0		2			0.0	0
4187	19.0	1805.0	07	12.0	1807.0	5.0	5653	361.0	338	448.0		batfra_5653	batfra_361	batfra_338	batfra_448.0		2	0.0	0.0	0.0	0
4188	19.0	1805.0	07	12.0	1807.0	5.0	5654	361.0	338	486.0		batfra_5654	batfra_361	batfra_338	batfra_486.0		2			0.0	0
4189	19.0	1805.0	07	11.0	1805.0	10.0	5655	361.0	338	386.0		batfra_5655	batfra_361	batfra_338	batfra_386.0	Krieger zag zich gedwongen ontslag te nemen omdat de functie onverenigbaar was met zijn post als Ambtman van Grave.	2			0.0	0
4190	19.0	1805.0	07	8.0	1807.0	5.0	5661	397.0	338	2466.0		batfra_5661	batfra_397	batfra_338	batfra_2466.0		2	0.0	0.0	0.0	0
4191	19.0	1805.0	07		1807.0	5.0	5662	397.0	338	2464.0		batfra_5662	batfra_397	batfra_338	batfra_2464.0		2			0.0	0
4192	19.0	1805.0	07		1807.0	5.0	5663	397.0	338	2463.0		batfra_5663	batfra_397	batfra_338	batfra_2463.0		2			0.0	0
4193	19.0	1805.0	07	4.0	1806.0	10.0	5664	397.0	338	415.0		batfra_5664	batfra_397	batfra_338	batfra_415.0		2			0.0	0
4194	8.0	1807.0	05	18.0	1808.0	7.0	5666	278.0	387	456.0		batfra_5666	batfra_278	batfra_387	batfra_456.0		2	0.0	0.0	0.0	0
4195	11.0	1808.0	04	28.0	1810.0	12.0	5667	278.0	546	784.0	381.0	batfra_5667	batfra_278	batfra_546	batfra_784.0		2	0.0		0.0	0
4196	8.0	1807.0	05	28.0	1810.0	12.0	5668	278.0	546	2467.0	7.0	batfra_5668	batfra_278	batfra_546	batfra_2467.0		2	0.0		0.0	0
4197	8.0	1807.0	05	30.0	1808.0	5.0	5669	278.0	544	2466.0		batfra_5669	batfra_278	batfra_544	batfra_2466.0	Beëindigd door overlijden.	2			0.0	0
4198	8.0	1807.0	05		1810.0	4.0	5670	278.0	544	1946.0		batfra_5670	batfra_278	batfra_544	batfra_1946.0		2			0.0	0
4199	8.0	1807.0	05		1810.0	4.0	5671	278.0	544	2464.0		batfra_5671	batfra_278	batfra_544	batfra_2464.0		2			0.0	0
4200	8.0	1807.0	05		1810.0	4.0	5672	278.0	544	486.0		batfra_5672	batfra_278	batfra_544	batfra_486.0		2			0.0	0
4201	8.0	1807.0	05		1810.0	4.0	5673	278.0	544	2463.0		batfra_5673	batfra_278	batfra_544	batfra_2463.0		2			0.0	0
4202	8.0	1807.0	05		1808.0		5675	320.0	544	2469.0		batfra_5675	batfra_320	batfra_544	batfra_2469.0		2	0.0	0.0	0.0	0
4203	8.0	1807.0	05	28.0	1810.0	12.0	5676	320.0	544	2470.0		batfra_5676	batfra_320	batfra_544	batfra_2470.0		2	0.0	0.0	0.0	0
4204	8.0	1807.0	05	28.0	1810.0	12.0	5677	320.0	544	929.0		batfra_5677	batfra_320	batfra_544	batfra_929.0		2	0.0	0.0	0.0	0
4205	8.0	1807.0	05	28.0	1810.0	12.0	5678	320.0	544	2471.0		batfra_5678	batfra_320	batfra_544	batfra_2471.0		2	0.0	0.0	0.0	0
4206	28.0	1810.0	12		1813.0	11.0	5681	157.0	543	2437.0		batfra_5681	batfra_157	batfra_543	batfra_2437.0	Kreeg aanvankelijk een oorlopige aanstelling.	2			0.0	0
4207		1811.0			1813.0	11.0	5682	157.0	543	2472.0		batfra_5682	batfra_157	batfra_543	batfra_2472.0		2			0.0	0
4208		1811.0	08		1813.0	11.0	5683	157.0	543	2473.0		batfra_5683	batfra_157	batfra_543	batfra_2473.0		2			0.0	0
4209					1813.0		5684	157.0	553	15.0		batfra_5684	batfra_157	batfra_553	batfra_15.0		2	0.0	0.0	0.0	0
4210					1813.0		5685	157.0	553	726.0		batfra_5685	batfra_157	batfra_553	batfra_726.0		2			0.0	0
4211		1811.0			1813.0		5687	157.0	553	589.0		batfra_5687	batfra_157	batfra_553	batfra_589.0		2			0.0	0
4212					1813.0		5689	157.0	553	2476.0		batfra_5689	batfra_157	batfra_553	batfra_2476.0		2			0.0	0
4213					1813.0		5691	157.0	553	2478.0		batfra_5691	batfra_157	batfra_553	batfra_2478.0		2			0.0	0
4214					1813.0		5692	157.0	553	2479.0		batfra_5692	batfra_157	batfra_553	batfra_2479.0		2			0.0	0
4215					1813.0		5693	157.0	553	2480.0		batfra_5693	batfra_157	batfra_553	batfra_2480.0		2			0.0	0
4216					1813.0		5694	157.0	553	2481.0		batfra_5694	batfra_157	batfra_553	batfra_2481.0		2			0.0	0
4217					1813.0		5695	157.0	553	2482.0		batfra_5695	batfra_157	batfra_553	batfra_2482.0		2			0.0	0
4218					1813.0		5696	157.0	553	856.0		batfra_5696	batfra_157	batfra_553	batfra_856.0		2			0.0	0
4219	1.0	1796.0	01				5697	324.0	338	864.0	490.0	batfra_5697	batfra_324	batfra_338	batfra_864.0		2			0.0	0
4220	13.0	1798.0	07	27.0	1798.0	7.0	5698	390.0	338	864.0		batfra_5698	batfra_390	batfra_338	batfra_864.0		2			0.0	0
4221					1813.0		5699	157.0	553	864.0		batfra_5699	batfra_157	batfra_553	batfra_864.0		2	0.0	0.0	0.0	0
4222		1812.0			1813.0		5700	157.0	553	904.0		batfra_5700	batfra_157	batfra_553	batfra_904.0		2	0.0	0.0	0.0	0
4223		1811.0			1813.0		5701	157.0	553	344.0		batfra_5701	batfra_157	batfra_553	batfra_344.0		2	0.0	0.0	0.0	0
4224					1813.0		5702	157.0	553	928.0		batfra_5702	batfra_157	batfra_553	batfra_928.0		2			0.0	0
4225					1813.0		5703	157.0	553	2483.0		batfra_5703	batfra_157	batfra_553	batfra_2483.0		2			0.0	0
4226					1813.0		5705	157.0	553	14.0		batfra_5705	batfra_157	batfra_553	batfra_14.0		2			0.0	0
4227					1813.0		5706	157.0	553	2484.0		batfra_5706	batfra_157	batfra_553	batfra_2484.0		2			0.0	0
4228					1813.0		5707	157.0	553	2485.0		batfra_5707	batfra_157	batfra_553	batfra_2485.0		2			0.0	0
4229		1811.0			1813.0	11.0	5708	157.0	164	2438.0		batfra_5708	batfra_157	batfra_164	batfra_2438.0		2			0.0	0
4230					1813.0		5709	157.0	553	2486.0		batfra_5709	batfra_157	batfra_553	batfra_2486.0		2			0.0	0
4231					1813.0		5710	157.0	553	309.0		batfra_5710	batfra_157	batfra_553	batfra_309.0		2			0.0	0
4232		1812.0			1813.0		5711	157.0	275	427.0	16.0	batfra_5711	batfra_157	batfra_275	batfra_427.0		2			0.0	0
4233		1812.0			1813.0	4.0	5712	157.0	275	2487.0	18.0	batfra_5712	batfra_157	batfra_275	batfra_2487.0		2	0.0		0.0	0
4234		1804.0			1806.0		5713	344.0	504	96.0		batfra_5713	batfra_344	batfra_504	batfra_96.0		2	0.0	0.0	0.0	0
4235		1806.0		22.0	1808.0	6.0	5714	241.0	554	96.0		batfra_5714	batfra_241	batfra_554	batfra_96.0		2	0.0	0.0	0.0	0
